species index (starts from 1),from,to,stoichiometric value 
53,CFC12,R821,1.000000
285,R821,Cl,2.000000
48,CFC113,R822,1.000000
285,R822,Cl,3.000000
42,CFC114,R823,1.000000
285,R823,Cl,2.000000
46,CFC115,R824,1.000000
285,R824,Cl,1.000000
78,HCFC123,R825,1.000000
285,R825,Cl,2.000000
79,HCFC141b,R826,1.000000
285,R826,Cl,2.000000
80,HCFC142b,R827,1.000000
285,R827,Cl,1.000000
81,HCFC22,R828,1.000000
285,R828,Cl,1.000000
44,H1301,R829,1.000000
287,R829,Br,1.000000
55,H1211,R830,1.000000
285,R830,Cl,1.000000
287,R830,Br,1.000000
45,H2402,R831,1.000000
287,R831,Br,2.000000
103,ClOO,R832,1.000000
285,R832,Cl,1.000000
139,I2,R833,1.000000
265,R833,I,2.000000
264,HOI,R834,1.000000
265,R834,I,1.000000
279,R834,OH,1.000000
223,IO,R835,1.000000
265,R835,I,1.000000
284,R835,O,1.000000
90,OIO,R836,1.000000
265,R836,I,1.000000
56,INO,R837,1.000000
265,R837,I,1.000000
280,R837,NO,1.000000
199,IONO,R838,1.000000
265,R838,I,1.000000
270,R838,NO2,1.000000
265,R839,I,1.000000
266,IONO2,R839,1.000000
283,R839,NO3,1.000000
40,I2O2,R840,1.000000
90,R840,OIO,1.000000
265,R840,I,1.000000
43,CH3I,R841,1.000000
265,R841,I,1.000000
1,CH2I2,R842,1.000000
265,R842,I,2.000000
3,CH2ICl,R843,1.000000
265,R843,I,1.000000
285,R843,Cl,1.000000
2,CH2IBr,R844,1.000000
265,R844,I,1.000000
287,R844,Br,1.000000
38,I2O4,R845,1.000000
90,R845,OIO,2.000000
47,I2O3,R846,1.000000
90,R846,OIO,1.000000
223,R846,IO,1.000000
69,IBr,R847,1.000000
265,R847,I,1.000000
287,R847,Br,1.000000
98,ICl,R848,1.000000
265,R848,I,1.000000
285,R848,Cl,1.000000
71,MPN,R849,1.000000
262,R849,CH2O,1.000000
281,R849,HO2,1.000000
283,R849,NO3,1.000000
71,MPN,R850,1.000000
263,R850,MO2,1.000000
270,R850,NO2,1.000000
193,ATOOH,R851,1.000000
257,R851,MCO3,1.000000
262,R851,CH2O,1.000000
279,R851,OH,1.000000
57,N2O,R852,1.000000
268,R852,O1D,1.000000
33,R853,PCO,1.000000
62,OCS,R853,1.000000
258,R853,CO,1.000000
286,R853,SO2,1.000000
108,SO4,R854,1.000000
279,R854,OH,2.000000
286,R854,SO2,1.000000
61,R855,N,1.000000
280,NO,R855,1.000000
284,R855,O,1.000000
119,PIP,R856,1.000000
255,R856,RCHO,1.000000
279,R856,OH,1.000000
281,R856,HO2,1.000000
33,R857,PCO,1.000000
205,ETHLN,R857,1.000000
258,R857,CO,1.000000
262,R857,CH2O,1.000000
270,R857,NO2,1.000000
281,R857,HO2,1.000000
174,MONITS,R858,1.000000
222,R858,MEK,1.000000
270,R858,NO2,1.000000
196,MONITU,R859,1.000000
255,R859,RCHO,1.000000
270,R859,NO2,1.000000
131,HONIT,R860,1.000000
246,R860,HAC,1.000000
270,R860,NO2,1.000000
59,NITs,R861,1.000000
188,R861,HNO2,1.000000
59,NITs,R862,1.000000
270,R862,NO2,1.000000
58,NIT,R863,1.000000
188,R863,HNO2,1.000000
58,NIT,R864,1.000000
270,R864,NO2,1.000000
87,MENO3,R865,1.000000
262,R865,CH2O,1.000000
270,R865,NO2,1.000000
281,R865,HO2,1.000000
88,ETNO3,R866,1.000000
261,R866,ALD2,1.000000
270,R866,NO2,1.000000
281,R866,HO2,1.000000
86,IPRNO3,R867,1.000000
219,R867,ACET,1.000000
270,R867,NO2,1.000000
281,R867,HO2,1.000000
89,NPRNO3,R868,1.000000
255,R868,RCHO,1.000000
270,R868,NO2,1.000000
281,R868,HO2,1.000000
83,HMHP,R869,1.000000
262,R869,CH2O,1.000000
279,R869,OH,2.000000
33,R870,PCO,1.000000
168,HPETHNL,R870,1.000000
258,R870,CO,1.000000
262,R870,CH2O,1.000000
279,R870,OH,1.000000
281,R870,HO2,1.000000
6,R871,CO2,1.000000
104,PYAC,R871,1.000000
257,R871,MCO3,1.000000
281,R871,HO2,1.000000
194,PROPNN,R872,1.000000
257,R872,MCO3,1.000000
262,R872,CH2O,1.000000
270,R872,NO2,1.000000
33,R873,PCO,1.000000
166,MVKHC,R873,1.000000
257,R873,MCO3,1.000000
258,R873,CO,1.000000
262,R873,CH2O,1.000000
281,R873,HO2,1.000000
33,R874,PCO,0.500000
181,MVKHCB,R874,1.000000
218,R874,GLYX,0.500000
228,R874,MGLY,0.500000
257,R874,MCO3,0.500000
258,R874,CO,0.500000
281,R874,HO2,1.500000
226,MVKHP,R875,1.000000
228,R875,MGLY,0.470000
232,R875,GLYC,0.530000
257,R875,MCO3,0.530000
262,R875,CH2O,0.470000
279,R875,OH,1.000000
281,R875,HO2,0.470000
33,R876,PCO,0.571000
152,MVKPC,R876,1.000000
218,R876,GLYX,0.429000
228,R876,MGLY,0.571000
257,R876,MCO3,0.429000
258,R876,CO,0.571000
279,R876,OH,1.000000
281,R876,HO2,0.571000
33,R877,PCO,0.875000
104,R877,PYAC,0.750000
160,MCRENOL,R877,1.000000
218,R877,GLYX,0.125000
228,R877,MGLY,0.125000
257,R877,MCO3,0.125000
258,R877,CO,0.875000
279,R877,OH,1.750000
281,R877,HO2,0.125000
33,R878,PCO,0.770000
227,MCRHP,R878,1.000000
228,R878,MGLY,0.230000
246,R878,HAC,0.770000
258,R878,CO,0.770000
262,R878,CH2O,0.230000
279,R878,OH,1.000000
281,R878,HO2,1.000000
6,R879,CO2,1.238000
133,MACR1OOH,R879,0.750000
257,R879,MCO3,0.262000
262,R879,CH2O,0.750000
263,R879,MO2,0.488000
279,R879,OH,0.750000
205,R880,ETHLN,0.300000
232,R880,GLYC,0.690000
237,MVKN,R880,1.000000
257,R880,MCO3,1.010000
270,R880,NO2,0.700000
279,R880,OH,0.010000
281,R880,HO2,0.290000
33,R881,PCO,1.000000
195,MCRHN,R881,1.000000
246,R881,HAC,1.000000
258,R881,CO,1.000000
270,R881,NO2,1.000000
281,R881,HO2,1.000000
33,R882,PCO,1.000000
171,MCRHNB,R882,1.000000
194,R882,PROPNN,1.000000
258,R882,CO,1.000000
279,R882,OH,1.000000
281,R882,HO2,1.000000
153,RIPA,R883,1.000000
244,R883,MVK,1.000000
262,R883,CH2O,1.000000
279,R883,OH,1.000000
281,R883,HO2,1.000000
158,RIPB,R884,1.000000
247,R884,MACR,1.000000
262,R884,CH2O,1.000000
279,R884,OH,1.000000
281,R884,HO2,1.000000
167,RIPC,R885,1.000000
189,R885,HC5A,1.000000
279,R885,OH,1.000000
281,R885,HO2,1.000000
161,RIPD,R886,1.000000
189,R886,HC5A,1.000000
279,R886,OH,1.000000
281,R886,HO2,1.000000
33,R887,PCO,0.888000
106,R887,IDC,0.112000
141,R887,C4HVP1,0.224000
152,R887,MVKPC,0.112000
160,R887,MCRENOL,0.552000
182,HPALD1,R887,1.000000
258,R887,CO,0.888000
279,R887,OH,1.662000
281,R887,HO2,0.112000
33,R888,PCO,0.818000
106,R888,IDC,0.182000
142,R888,C4HVP2,0.182000
152,R888,MVKPC,0.182000
160,R888,MCRENOL,0.455000
184,HPALD2,R888,1.000000
258,R888,CO,0.818000
279,R888,OH,1.637000
281,R888,HO2,0.182000
33,R889,PCO,1.000000
125,HPALD3,R889,1.000000
244,R889,MVK,1.000000
258,R889,CO,1.000000
279,R889,OH,1.000000
281,R889,HO2,1.000000
33,R890,PCO,1.000000
126,HPALD4,R890,1.000000
247,R890,MACR,1.000000
258,R890,CO,1.000000
279,R890,OH,1.000000
281,R890,HO2,1.000000
33,R891,PCO,0.550000
189,R891,HC5A,0.450000
216,IHN1,R891,1.000000
226,R891,MVKHP,0.550000
258,R891,CO,0.550000
270,R891,NO2,1.000000
279,R891,OH,0.550000
281,R891,HO2,0.450000
136,IHN2,R892,1.000000
244,R892,MVK,1.000000
262,R892,CH2O,1.000000
270,R892,NO2,1.000000
281,R892,HO2,1.000000
137,IHN3,R893,1.000000
247,R893,MACR,1.000000
262,R893,CH2O,1.000000
270,R893,NO2,1.000000
281,R893,HO2,1.000000
33,R894,PCO,0.550000
189,R894,HC5A,0.450000
210,IHN4,R894,1.000000
227,R894,MCRHP,0.550000
258,R894,CO,0.550000
270,R894,NO2,1.000000
279,R894,OH,0.550000
281,R894,HO2,0.450000
177,INPB,R895,1.000000
244,R895,MVK,0.903000
247,R895,MACR,0.097000
262,R895,CH2O,1.000000
270,R895,NO2,1.000000
279,R895,OH,0.670000
281,R895,HO2,0.330000
123,R896,INA,0.841000
147,INPD,R896,1.000000
236,R896,ICN,0.159000
279,R896,OH,1.000000
281,R896,HO2,0.159000
147,INPD,R897,1.000000
242,R897,IHOO1,0.841000
243,R897,IHOO4,0.159000
270,R897,NO2,1.000000
33,R898,PCO,0.839000
106,R898,IDC,0.161000
141,R898,C4HVP1,0.068000
142,R898,C4HVP2,0.128000
152,R898,MVKPC,0.162000
160,R898,MCRENOL,0.481000
236,ICN,R898,1.000000
258,R898,CO,0.839000
270,R898,NO2,1.000000
279,R898,OH,0.645000
281,R898,HO2,0.161000
123,R899,INA,0.227000
232,R899,GLYC,0.500000
236,R899,ICN,0.228000
239,IDN,R899,1.000000
244,R899,MVK,0.050000
246,R899,HAC,0.500000
247,R899,MACR,0.005000
262,R899,CH2O,0.055000
270,R899,NO2,1.555000
281,R899,HO2,0.228000
33,R900,PCO,1.000000
116,R900,MVKDH,0.350000
130,R900,MCRDH,0.150000
202,ICPDH,R900,1.000000
227,R900,MCRHP,0.500000
258,R900,CO,1.000000
279,R900,OH,0.500000
281,R900,HO2,1.500000
33,R901,PCO,0.122000
130,R901,MCRDH,0.122000
181,R901,MVKHCB,0.100000
202,ICPDH,R901,1.000000
218,R901,GLYX,0.438000
228,R901,MGLY,0.088000
232,R901,GLYC,0.088000
246,R901,HAC,0.438000
258,R901,CO,0.122000
262,R901,CH2O,0.100000
279,R901,OH,1.000000
281,R901,HO2,1.000000
140,IDHDP,R902,1.000000
202,R902,ICPDH,0.750000
232,R902,GLYC,0.250000
246,R902,HAC,0.250000
279,R902,OH,1.250000
281,R902,HO2,0.750000
159,IDHPE,R903,1.000000
218,R903,GLYX,0.571000
228,R903,MGLY,0.429000
232,R903,GLYC,0.429000
246,R903,HAC,0.571000
279,R903,OH,1.000000
281,R903,HO2,1.000000
33,R904,PCO,1.000000
122,IDCHP,R904,1.000000
152,R904,MVKPC,0.454000
166,R904,MVKHC,0.391000
181,R904,MVKHCB,0.155000
258,R904,CO,1.000000
279,R904,OH,0.546000
281,R904,HO2,1.454000
195,R905,MCRHN,0.500000
205,R905,ETHLN,0.150000
232,R905,GLYC,0.300000
237,R905,MVKN,0.050000
238,ITHN,R905,1.000000
246,R905,HAC,0.450000
262,R905,CH2O,0.550000
270,R905,NO2,0.300000
279,R905,OH,1.000000
281,R905,HO2,0.700000
168,R906,HPETHNL,0.500000
193,R906,ATOOH,0.050000
227,R906,MCRHP,0.150000
232,R906,GLYC,0.350000
238,ITHN,R906,1.000000
246,R906,HAC,0.800000
262,R906,CH2O,0.150000
270,R906,NO2,1.000000
279,R906,OH,0.300000
281,R906,HO2,0.700000
209,ITCN,R907,1.000000
228,R907,MGLY,1.000000
232,R907,GLYC,1.000000
270,R907,NO2,1.000000
279,R907,OH,1.000000
33,R908,PCO,1.000000
209,ITCN,R908,1.000000
226,R908,MVKHP,0.500000
227,R908,MCRHP,0.500000
258,R908,CO,1.000000
270,R908,NO2,1.000000
281,R908,HO2,1.000000
102,R909,ETO,1.000000
114,ETHP,R909,1.000000
279,R909,OH,1.000000
33,R910,PCO,1.000000
99,BALD,R910,1.000000
187,R910,BENZO2,1.000000
258,R910,CO,1.000000
281,R910,HO2,1.000000
6,R911,CO2,1.000000
67,BZCO3H,R911,1.000000
187,R911,BENZO2,1.000000
279,R911,OH,1.000000
105,BENZP,R912,1.000000
156,R912,BENZO,1.000000
6,R913,CO2,1.000000
33,R913,PCO,1.000000
155,R913,AROMP4,1.000000
188,R913,HNO2,1.000000
206,NPHEN,R913,1.000000
258,R913,CO,1.000000
281,R913,HO2,1.000000
